OTU	.y.	p	p.adj	p.format	p.signif	method	Kingdom	Phylum	Class	Order	Family	Genus	Species	Confidence	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	Type	mean	sd	n	se	rel_abun	se2
f554fb3b122752720fd789618e99d825	value	0.000142492	0.0067	0.00014	***	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiomicrospirales	 f__Thioglobaceae	 f__Thioglobaceae	NA	0.798069331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	2.64	2.018250067	25	0.080730003	0.010260396	0.008073
f554fb3b122752720fd789618e99d825	value	0.000142492	0.0067	0.00014	***	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiomicrospirales	 f__Thioglobaceae	 f__Thioglobaceae	NA	0.798069331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	0.470588235	0.874474632	17	0.051439684	0.001828948	0.005143968
9538256dfc16b9ed6737cc09341b1642	value	1.03E-05	0.0015	1.00E-05	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Xanthobacteraceae	 f__Xanthobacteraceae	NA	0.999972129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0.52	0.822597512	25	0.0329039	0.002020987	0.00329039
9538256dfc16b9ed6737cc09341b1642	value	1.03E-05	0.0015	1.00E-05	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Xanthobacteraceae	 f__Xanthobacteraceae	NA	0.999972129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	4.235294118	3.092923612	17	0.181936683	0.016460529	0.018193668
698dfe0c1902942ad60f38010b468521	value	7.11E-05	0.0043	7.10E-05	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Xanthobacteraceae	 f__Xanthobacteraceae	NA	0.998803868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	1.176470588	1.131110854	17	0.066535933	0.004572369	0.006653593
698dfe0c1902942ad60f38010b468521	value	7.11E-05	0.0043	7.10E-05	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Xanthobacteraceae	 f__Xanthobacteraceae	NA	0.998803868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0.08	0.276887462	25	0.011075498	0.000310921	0.00110755
fc95c85919cecf5580654977a16a9ae7	value	5.07E-05	0.0039	5.10E-05	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Gammaproteobacteria_Incertae_Sedis	 f__Unknown_Family	 g__Acidibacter	NA	0.960279849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	3.294117647	2.084607454	17	0.122623968	0.012802634	0.012262397
fc95c85919cecf5580654977a16a9ae7	value	5.07E-05	0.0039	5.10E-05	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Gammaproteobacteria_Incertae_Sedis	 f__Unknown_Family	 g__Acidibacter	NA	0.960279849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0.6	1.258305739	25	0.05033223	0.002331908	0.005033223
3e9b07d18a24ab8f9b973fc87024c5fa	value	3.31E-06	0.0014	3.30E-06	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Moraxellaceae	 g__Acinetobacter	NA	0.997512392	AmphiBac_4011	96.7	120	4	0	1	120	1	575	-1	0	High N	25.64	28.78639725	25	1.15145589	0.099650214	0.115145589
3e9b07d18a24ab8f9b973fc87024c5fa	value	3.31E-06	0.0014	3.30E-06	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Moraxellaceae	 g__Acinetobacter	NA	0.997512392	AmphiBac_4011	96.7	120	4	0	1	120	1	575	-1	0	Low N	2.117647059	4.675499344	17	0.275029373	0.008230265	0.027502937
1c0a00b159b2154357cc9bc7499c58b2	value	9.24E-06	0.0015	9.20E-06	****	Kruskal-Wallis	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Pseudonocardiales	 f__Pseudonocardiaceae	 g__Actinomycetospora	NA	0.992806598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	0.235294118	0.437237316	17	0.025719842	0.000914474	0.002571984
1c0a00b159b2154357cc9bc7499c58b2	value	9.24E-06	0.0015	9.20E-06	****	Kruskal-Wallis	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Pseudonocardiales	 f__Pseudonocardiaceae	 g__Actinomycetospora	NA	0.992806598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	3.4	2.614064524	25	0.104562581	0.013214147	0.010456258
a03a305623c679eb66df946df0d45ce5	value	0.000183462	0.0075	0.00018	***	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Chitinibacteraceae	 g__Andreprevotia	 s__Andreprevotia_lacus	0.998844395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0	0	25	0	0	0
a03a305623c679eb66df946df0d45ce5	value	0.000183462	0.0075	0.00018	***	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Chitinibacteraceae	 g__Andreprevotia	 s__Andreprevotia_lacus	0.998844395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	1.764705882	2.65822807	17	0.156366357	0.006858554	0.015636636
cda070b85dffa6c3dc346d3eb3d4596e	value	0.000116847	0.006	0.00012	***	Kruskal-Wallis	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Isosphaerales	 f__Isosphaeraceae	 g__Aquisphaera	 s__uncultured_bacterium	0.942008734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0.28	0.613731755	25	0.02454927	0.001088224	0.002454927
cda070b85dffa6c3dc346d3eb3d4596e	value	0.000116847	0.006	0.00012	***	Kruskal-Wallis	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Isosphaerales	 f__Isosphaeraceae	 g__Aquisphaera	 s__uncultured_bacterium	0.942008734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	2.235294118	2.016476251	17	0.11861625	0.008687501	0.011861625
7a3e7ab58c144200ae97274fd5849701	value	1.09E-05	0.0015	1.10E-05	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Candidatus_Accumulibacter	NA	0.881400138	AmphiBac_1574	95	120	6	0	1	120	1	1352	-1	0	High N	5	5.560275773	25	0.222411031	0.019432569	0.022241103
7a3e7ab58c144200ae97274fd5849701	value	1.09E-05	0.0015	1.10E-05	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Candidatus_Accumulibacter	NA	0.881400138	AmphiBac_1574	95	120	6	0	1	120	1	1352	-1	0	Low N	0.588235294	0.795206226	17	0.046776837	0.002286185	0.004677684
2f5d96d516245f6077686ece7b969b50	value	8.39E-06	0.0015	8.40E-06	****	Kruskal-Wallis	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Acidobacteriales	 f__Koribacteraceae	 g__Candidatus_Koribacter	NA	0.998393388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0.56	0.711805217	25	0.028472209	0.002176448	0.002847221
2f5d96d516245f6077686ece7b969b50	value	8.39E-06	0.0015	8.40E-06	****	Kruskal-Wallis	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Acidobacteriales	 f__Koribacteraceae	 g__Candidatus_Koribacter	NA	0.998393388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	6.647058824	5.134943725	17	0.302055513	0.025833886	0.030205551
d9bae4f514072fccb0626a0c37f042fb	value	4.36E-05	0.0035	4.40E-05	****	Kruskal-Wallis	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Acidobacteriales	 f__Koribacteraceae	 g__Candidatus_Koribacter	NA	0.99991039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0.72	1.173314394	25	0.046932576	0.00279829	0.004693258
d9bae4f514072fccb0626a0c37f042fb	value	4.36E-05	0.0035	4.40E-05	****	Kruskal-Wallis	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Acidobacteriales	 f__Koribacteraceae	 g__Candidatus_Koribacter	NA	0.99991039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	3.470588235	2.182820625	17	0.128401213	0.013488489	0.012840121
30f0e84d84e7362385917f8c0ae257b7	value	3.78E-06	0.0014	3.80E-06	****	Kruskal-Wallis	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__Candidatus_Udaeobacter	NA	0.999967412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0.72	1.021436896	25	0.040857476	0.00279829	0.004085748
30f0e84d84e7362385917f8c0ae257b7	value	3.78E-06	0.0014	3.80E-06	****	Kruskal-Wallis	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__Candidatus_Udaeobacter	NA	0.999967412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	8.294117647	5.687318194	17	0.334548129	0.032235203	0.033454813
32cf2af3f5d48db232c5a8964fe7e89e	value	2.26E-05	0.0023	2.30E-05	****	Kruskal-Wallis	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__Candidatus_Udaeobacter	NA	0.999915345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0.6	1	25	0.04	0.002331908	0.004
32cf2af3f5d48db232c5a8964fe7e89e	value	2.26E-05	0.0023	2.30E-05	****	Kruskal-Wallis	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__Candidatus_Udaeobacter	NA	0.999915345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	6.058823529	4.408381055	17	0.259316533	0.023547701	0.025931653
f5d3d6a005f18949e32dd74b080d3880	value	0.000245101	0.0087	0.00025	***	Kruskal-Wallis	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__Candidatus_Udaeobacter	NA	0.999914332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	1.76	2.487971061	25	0.099518842	0.006840264	0.009951884
f5d3d6a005f18949e32dd74b080d3880	value	0.000245101	0.0087	0.00025	***	Kruskal-Wallis	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__Candidatus_Udaeobacter	NA	0.999914332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	8.117647059	6.863693912	17	0.403746701	0.031549347	0.04037467
7b03e7e4de6739f2b51a1af1251e2c3e	value	6.84E-06	0.0015	6.80E-06	****	Kruskal-Wallis	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Xiphinematobacteraceae	 g__Candidatus_Xiphinematobacter	NA	0.999997443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0.24	0.522812905	25	0.020912516	0.000932763	0.002091252
7b03e7e4de6739f2b51a1af1251e2c3e	value	6.84E-06	0.0015	6.80E-06	****	Kruskal-Wallis	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Xiphinematobacteraceae	 g__Candidatus_Xiphinematobacter	NA	0.999997443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	3.411764706	2.851728062	17	0.16774871	0.013259871	0.016774871
b8506fff1dafa742da17dae1f8ece959	value	2.79E-05	0.0026	2.80E-05	****	Kruskal-Wallis	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Xiphinematobacteraceae	 g__Candidatus_Xiphinematobacter	 s__uncultured_Verrucomicrobia	0.763777166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	4.705882353	3.11778579	17	0.183399164	0.018289477	0.018339916
b8506fff1dafa742da17dae1f8ece959	value	2.79E-05	0.0026	2.80E-05	****	Kruskal-Wallis	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Xiphinematobacteraceae	 g__Candidatus_Xiphinematobacter	 s__uncultured_Verrucomicrobia	0.763777166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0.84	1.178982612	25	0.047159304	0.003264672	0.00471593
9fb15a130731214be0e1de2eda5a78af	value	0.0002368	0.0085	0.00024	***	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Cellvibrionaceae	 g__Cellvibrio	 s__Cellvibrio_gandavensis	0.710296969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	3	2.34520788	25	0.093808315	0.011659541	0.009380832
9fb15a130731214be0e1de2eda5a78af	value	0.0002368	0.0085	0.00024	***	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Cellvibrionaceae	 g__Cellvibrio	 s__Cellvibrio_gandavensis	0.710296969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	0.647058824	0.931475742	17	0.054792691	0.002514803	0.005479269
32622c08f13a850f869a8c27800a6317	value	9.80E-06	0.0015	9.80E-06	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Methylococcales	 f__Methylomonadaceae	 g__Crenothrix	 s__uncultured_Crenothrix	0.988073813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	4.6	4.564354646	25	0.182574186	0.017877963	0.018257419
32622c08f13a850f869a8c27800a6317	value	9.80E-06	0.0015	9.80E-06	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Methylococcales	 f__Methylomonadaceae	 g__Crenothrix	 s__uncultured_Crenothrix	0.988073813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	0.705882353	1.104802351	17	0.064988374	0.002743422	0.006498837
a1debcf8774e75b824b3813e69cf9e09	value	7.77E-06	0.0015	7.80E-06	****	Kruskal-Wallis	d__Bacteria	 p__Desulfobacterota	 c__Desulfobulbia	 o__Desulfobulbales	 f__Desulfocapsaceae	 g__Desulfobacterium	 s__uncultured_prokaryote	0.896570417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	1.235294118	2.250816845	17	0.132400991	0.004800988	0.013240099
a1debcf8774e75b824b3813e69cf9e09	value	7.77E-06	0.0015	7.80E-06	****	Kruskal-Wallis	d__Bacteria	 p__Desulfobacterota	 c__Desulfobulbia	 o__Desulfobulbales	 f__Desulfocapsaceae	 g__Desulfobacterium	 s__uncultured_prokaryote	0.896570417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	5.92	3.290390048	25	0.131615602	0.023008162	0.01316156
c7f8cffb0e28d1fc39235ec4cc5def60	value	6.40E-05	0.0041	6.40E-05	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Ferribacterium	 s__uncultured_bacterium	0.84102709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	2.48	2.023198787	25	0.080927951	0.009638554	0.008092795
c7f8cffb0e28d1fc39235ec4cc5def60	value	6.40E-05	0.0041	6.40E-05	****	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Ferribacterium	 s__uncultured_bacterium	0.84102709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	0.235294118	0.752446989	17	0.044261588	0.000914474	0.004426159
5aa39beaf4c44a65c4f872bcd12f5bc6	value	2.22E-06	0.0014	2.20E-06	****	Kruskal-Wallis	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__Ferruginibacter	NA	0.946105476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	0.235294118	0.752446989	17	0.044261588	0.000914474	0.004426159
5aa39beaf4c44a65c4f872bcd12f5bc6	value	2.22E-06	0.0014	2.20E-06	****	Kruskal-Wallis	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__Ferruginibacter	NA	0.946105476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	3.28	3.446254005	25	0.13785016	0.012747765	0.013785016
ae8bdd4955b098d1251c2656fd806050	value	5.14E-05	0.0039	5.10E-05	****	Kruskal-Wallis	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__Flavitalea	NA	0.993822254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	4	3	25	0.12	0.015546055	0.012
ae8bdd4955b098d1251c2656fd806050	value	5.14E-05	0.0039	5.10E-05	****	Kruskal-Wallis	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__Flavitalea	NA	0.993822254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	14.17647059	8.240413325	17	0.484730196	0.055097049	0.04847302
10b4255c2cdc13a352553b44a97cbd0f	value	6.34E-05	0.0041	6.30E-05	****	Kruskal-Wallis	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	NA	0.999950644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	1.68	1.81934054	25	0.072773622	0.006529343	0.007277362
10b4255c2cdc13a352553b44a97cbd0f	value	6.34E-05	0.0041	6.30E-05	****	Kruskal-Wallis	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	NA	0.999950644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	0	0	17	0	0	0
e0ad5e9b49e81c5c2af5182ee1228d6a	value	0.000231963	0.0085	0.00023	***	Kruskal-Wallis	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	NA	0.999241669	AmphiBac_590	98.3	120	2	0	1	120	1	1265	-1	0	Low N	5.647058824	8.030731415	17	0.472395966	0.021947372	0.047239597
e0ad5e9b49e81c5c2af5182ee1228d6a	value	0.000231963	0.0085	0.00023	***	Kruskal-Wallis	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	NA	0.999241669	AmphiBac_590	98.3	120	2	0	1	120	1	1265	-1	0	High N	0.12	0.439696865	25	0.017587875	0.000466382	0.001758787
c6a4ed754d40612ad607eedc2bcdf9f4	value	6.89E-05	0.0042	6.90E-05	****	Kruskal-Wallis	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Gemmata	NA	0.99999672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0.04	0.2	25	0.008	0.000155461	8.00E-04
c6a4ed754d40612ad607eedc2bcdf9f4	value	6.89E-05	0.0042	6.90E-05	****	Kruskal-Wallis	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Gemmata	NA	0.99999672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	1.411764706	1.583462327	17	0.093144843	0.005486843	0.009314484
84505394e98aab3e4bab65161fedbaf5	value	0.000171725	0.0075	0.00017	***	Kruskal-Wallis	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Gemmata	 s__uncultured_bacterium	0.758128916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	0.588235294	0.795206226	17	0.046776837	0.002286185	0.004677684
84505394e98aab3e4bab65161fedbaf5	value	0.000171725	0.0075	0.00017	***	Kruskal-Wallis	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Gemmata	 s__uncultured_bacterium	0.758128916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0	0	25	0	0	0
6d75237de0e6363ec883d7d1a7a733a3	value	4.73E-05	0.0037	4.70E-05	****	Kruskal-Wallis	d__Bacteria	 p__Desulfobacterota	 c__Desulfuromonadia	 o__Geobacterales	 f__Geobacteraceae	 g__Geobacter	 s__uncultured_bacterium	0.707922471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	3.72	2.574231277	25	0.102969251	0.014457831	0.010296925
6d75237de0e6363ec883d7d1a7a733a3	value	4.73E-05	0.0037	4.70E-05	****	Kruskal-Wallis	d__Bacteria	 p__Desulfobacterota	 c__Desulfuromonadia	 o__Geobacterales	 f__Geobacteraceae	 g__Geobacter	 s__uncultured_bacterium	0.707922471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	0.647058824	1.693412844	17	0.09961252	0.002514803	0.009961252
e772c0322647b205eb8d5f8935bed81b	value	0.000174369	0.0075	0.00017	***	Kruskal-Wallis	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Haliangiales	 f__Haliangiaceae	 g__Haliangium	 s__myxobacterium_AT3-03	0.714590748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	0.117647059	0.48507125	17	0.028533603	0.000457237	0.00285336
e772c0322647b205eb8d5f8935bed81b	value	0.000174369	0.0075	0.00017	***	Kruskal-Wallis	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Haliangiales	 f__Haliangiaceae	 g__Haliangium	 s__myxobacterium_AT3-03	0.714590748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	1.52	1.636052159	25	0.065442086	0.005907501	0.006544209
55011e40e5bcc4894068474a53d99b8b	value	0.000182051	0.0075	0.00018	***	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae	 g__Hirschia	 s__metagenome	0.995787049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	0	0	25	0	0	0
55011e40e5bcc4894068474a53d99b8b	value	0.000182051	0.0075	0.00018	***	Kruskal-Wallis	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae	 g__Hirschia	 s__metagenome	0.995787049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	1	1.274754878	17	0.074985581	0.003886514	0.007498558
2a94d596e34b40f828dbbea3d0f7b56e	value	1.74E-05	0.0021	1.70E-05	****	Kruskal-Wallis	d__Bacteria	 p__Acidobacteriota	 c__Holophagae	 o__Holophagales	 f__Holophagaceae	 g__Holophaga	 s__uncultured_soil	0.987622424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	4.36	3.365016097	25	0.134600644	0.0169452	0.013460064
2a94d596e34b40f828dbbea3d0f7b56e	value	1.74E-05	0.0021	1.70E-05	****	Kruskal-Wallis	d__Bacteria	 p__Acidobacteriota	 c__Holophagae	 o__Holophagales	 f__Holophagaceae	 g__Holophaga	 s__uncultured_soil	0.987622424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	0.705882353	1.212678125	17	0.071334007	0.002743422	0.007133401
dbec1ae1d59a418be80e14d4a133eb04	value	6.74E-06	0.0015	6.70E-06	****	Kruskal-Wallis	d__Bacteria	 p__Acidobacteriota	 c__Holophagae	 o__Holophagales	 f__Holophagaceae	 g__Holophagaceae	 s__uncultured_bacterium	0.909362466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	7.56	4.592385001	25	0.1836954	0.029382044	0.01836954
dbec1ae1d59a418be80e14d4a133eb04	value	6.74E-06	0.0015	6.70E-06	****	Kruskal-Wallis	d__Bacteria	 p__Acidobacteriota	 c__Holophagae	 o__Holophagales	 f__Holophagaceae	 g__Holophagaceae	 s__uncultured_bacterium	0.909362466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	1.352941176	1.998160919	17	0.117538878	0.005258225	0.011753888
d2baa101ef21b3aa8ba8d7e94fb73a47	value	0.000157774	0.0072	0.00016	***	Kruskal-Wallis	d__Bacteria	 p__Fusobacteriota	 c__Fusobacteriia	 o__Fusobacteriales	 f__Leptotrichiaceae	 g__Hypnocyclicus	 s__uncultured_Fusobacteriales	0.728351236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	2.2	2.041241452	25	0.081649658	0.00855033	0.008164966
d2baa101ef21b3aa8ba8d7e94fb73a47	value	0.000157774	0.0072	0.00016	***	Kruskal-Wallis	d__Bacteria	 p__Fusobacteriota	 c__Fusobacteriia	 o__Fusobacteriales	 f__Leptotrichiaceae	 g__Hypnocyclicus	 s__uncultured_Fusobacteriales	0.728351236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	0.294117647	0.848874688	17	0.049933805	0.001143092	0.004993381
badd704b6e83973ceee3f3050db90c4e	value	0.000195026	0.0077	0.0002	***	Kruskal-Wallis	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Luteolibacter	 s__Verrucomicrobium_sp.	0.709033248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	High N	1.84	1.795364401	25	0.071814576	0.007151185	0.007181458
badd704b6e83973ceee3f3050db90c4e	value	0.000195026	0.0077	0.0002	***	Kruskal-Wallis	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Luteolibacter	 s__Verrucomicrobium_sp.	0.709033248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	0.117647059	0.332105582	17	0.019535622	0.000457237	0.001953562
586dd518513aae0adb03b2d534aa268b	value	1.58E-05	0.002	1.60E-05	****	Kruskal-Wallis	d__Bacteria	 p__MBNT15	 c__MBNT15	 o__MBNT15	 f__MBNT15	 g__MBNT15	NA	0.917897575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Low N	1.705882353	1.447614671	17	0.085153804	0.006629935	0.00851538
